EAN,EAN_OnPage,ASIN,SupplierTitle,AmazonTitle,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,ReferralFee,FBAFee,PrepHouseFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
5056683919813,,B0FB3L4W4W,"Jaunty 6"" Ocean Adventure Shark & Mermaid Metallic Silver Party Hats 4 Pack Assorted",Gyufise 12 Pack Mermaid Party Cake Decoration Ocean Animal Mermaid Fish Crab Dolphin Octopus Seahorse Cake Toppers for Ocean Mermaid Under The Sea Theme Party Supplies Pink,https://www.poundwholesale.co.uk/jaunty-6-ocean-adventure-shark-mermaid-metallic-silver-party-hats-4-pack-assorted,https://www.amazon.co.uk/dp/B0FB3L4W4W,,Available (see Keepa data),,1,0.75,0.625,13.99,2.1,1.89,0.55,2.331666666666667,0.12500000000000003,6.918333333333333,2.206666666666667,4.161666666666666,354.18439716312054,5.29,29.74743864665237
5056683919820,,B0CCR4B655,"Jaunty 6"" Metallic Gold Wild Animal Leopard & Giraffe Party Hats 4 Pack Assorted","Jungle Safari Animals Balloons, Jungle Safari Theme Birthday Party Decorations, Lions Zebra Elephant Monkey Leopard Foil Balloons for Kids Boys Wild One Zoo Birthday Baby Shower Party Decor Supplies",https://www.poundwholesale.co.uk/jaunty-6-metallic-gold-wild-animal-leopard-giraffe-party-hats-4-pack-assorted,https://www.amazon.co.uk/dp/B0CCR4B655,,Available (see Keepa data),,1,0.75,0.625,8.49,1.27,1.69,0.55,1.4150000000000003,0.12500000000000003,3.365000000000001,1.2900000000000003,1.525000000000001,129.78723404255328,4.26,17.96230859835101
5056683920345,0783103994628,B0837YY9PJ,"Jaunty Metallic Foil Happy Birthday Balloon 16"" Assorted Colours","Ponmoo Foil Balloon Number 16/61 Silver, Giant Numbers 0 1 2 3 4 5 6 7 8 9 10-19 20-29 30-39 40-49 50-60-70-80-90-100, Large Balloons for Wedding Anniversary Birthday Party Decoration",https://www.poundwholesale.co.uk/jaunty-metallic-foil-happy-birthday-balloon-16-assorted-colours,https://www.amazon.co.uk/dp/B0837YY9PJ,,Available (see Keepa data),,1,0.61,0.5083333333333333,6.99,1.05,1.5,0.55,1.1650000000000003,0.10166666666666667,2.6650000000000005,1.0633333333333337,1.0516666666666667,99.37007874015748,3.71,15.045302813543158
