EAN,EAN_OnPage,ASIN,Title,SupplierURL,AmazonURL,bought_in_past_month,fba_seller_count,fbm_seller_count,total_offer_count,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,AmazonPrice_exVAT,ReferralFee,FBAFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
,5060507280812,B07RQVB1K2,HAND WEED BRUSH WITH SCRAPER - 30 CM,https://www.clearance-king.co.uk/hand-weed-brush-30-cm.html,https://www.amazon.co.uk/dp/B07RQVB1K2,50.0,,Available (see Keepa data),1.0,1.35,1.1250000000000002,18.99,15.825,2.47,5.15,3.165,0.22500000000000003,8.204999999999998,2.94,4.764999999999999,4.235555555555553,9.47,0.3011058451816745
5060345228960,,B0CNYTF66D,GIFT BOW & RIBBON SET,https://www.clearance-king.co.uk/gift-bow-ribbon-set.html,https://www.amazon.co.uk/dp/B0CNYTF66D,,Available (see Keepa data),,1.0,0.58,0.48333333333333334,7.99,6.658333333333334,1.2,1.7,1.3316666666666668,0.09666666666666666,3.758333333333333,1.235,2.0233333333333325,4.186206896551722,3.9799999999999995,0.3038798498122652
,5055609521765,B015Y1DSFS,WATER SPRAY ATOMISER - ASSORTED COLOURS - 500ML,https://www.clearance-king.co.uk/water-spray-atomiser-500ml.html,https://www.amazon.co.uk/dp/B015Y1DSFS,,,Available (see Keepa data),1.0,0.92,0.7666666666666667,11.99,9.991666666666667,1.56,3.04,1.9983333333333335,0.15333333333333335,5.391666666666666,1.8450000000000002,3.0466666666666655,3.9739130434782592,6.02,0.3049207673060883
,,B01EFKBF4A,OPAL LONDON VIOLET FACE BRUSH,https://www.clearance-king.co.uk/opal-london-violet-face-brush.html,https://www.amazon.co.uk/dp/B01EFKBF4A,700.0,Available (see Keepa data),,1.0,0.5,0.4166666666666667,7.99,6.658333333333334,0.64,2.65,1.3316666666666668,0.08333333333333334,3.368333333333334,1.2483333333333335,1.6200000000000006,3.8880000000000012,4.29,0.24330413016270344
,5061001654994,B0DT5MX7XD,Rysons Pest Repellent Mats - PACK OF 2,https://www.clearance-king.co.uk/rysons-pest-repellent-mats-2-pack.html,https://www.amazon.co.uk/dp/B0DT5MX7XD,,Available (see Keepa data),,1.0,1.54,1.2833333333333334,14.99,12.491666666666667,2.25,2.72,2.4983333333333335,0.2566666666666667,7.5216666666666665,2.2416666666666667,4.779999999999999,3.724675324675324,7.01,0.3826551034022681
886767258591,0886767258591,B07ZMDT353,EXCLUSIVE TOP BLOKE FLASK FOR MEN  - COURAGEOUS & POSITIVELY DANGEROUS,https://www.clearance-king.co.uk/top-bloke-hip-flask-courageous.html,https://www.amazon.co.uk/dp/B07ZMDT353,,,Available (see Keepa data),1.0,0.88,0.7333333333333334,9.96,8.3,1.52,2.07,1.6600000000000001,0.1466666666666667,4.710000000000001,1.5133333333333334,2.696666666666667,3.6772727272727277,4.97,0.32489959839357435
,0762284944899,B0DZX9G78Z,LARGE METAL SHOVEL,https://www.clearance-king.co.uk/large-metal-shovel.html,https://www.amazon.co.uk/dp/B0DZX9G78Z,600.0,Available (see Keepa data),,1.0,1.65,1.375,16.49,13.741666666666665,2.47,3.26,2.7483333333333335,0.275,8.011666666666665,2.4733333333333336,5.038333333333331,3.6642424242424227,7.88,0.366646452395391
,,B076VM5FT2,NEUTRO ROBERT DEO ROLLON - 50ML,https://www.clearance-king.co.uk/50ml-neutro-robert-deo-rollon-0-6-ck.html,https://www.amazon.co.uk/dp/B076VM5FT2,,,Available (see Keepa data),1.0,0.6,0.5,7.99,6.658333333333334,0.64,2.65,1.3316666666666668,0.1,3.368333333333334,1.2316666666666667,1.6366666666666676,3.273333333333335,4.39,0.2458072590738424
5056175907397,5056175907397,B07VYPL81F,COOPER & PALS - COLLAPSABLE PORTABLE PET BOWL - ASSORTED COLOURS,https://www.clearance-king.co.uk/portable-pet-bowl-clipstrip-0-12-ck.html,https://www.amazon.co.uk/dp/B07VYPL81F,,Available (see Keepa data),,1.0,0.5,0.4166666666666667,7.99,6.658333333333334,1.2,2.42,1.3316666666666668,0.08333333333333334,3.038333333333333,1.2483333333333335,1.2899999999999996,3.0959999999999988,4.62,0.1937421777221526
,,B0CLGPMQ6L,PATIO WEED BRUSH WITH LONG WOODEN HANDLE - 1.2 M,https://www.clearance-king.co.uk/weed-brush-with-long-wooden-handle-1-2-m.html,https://www.amazon.co.uk/dp/B0CLGPMQ6L,200.0,Available (see Keepa data),,1.0,2.05,1.7083333333333333,15.99,13.325000000000001,2.08,3.15,2.6650000000000005,0.3416666666666667,8.094999999999999,2.3233333333333337,5.271666666666665,3.0858536585365846,7.779999999999999,0.39562226391494665
5015934655696,5015934655696,B08HVGWB9T,Grafix A4 Refill Paper - 160 Page,https://www.clearance-king.co.uk/glitter-gift-set-with-shape-glue-3.html,https://www.amazon.co.uk/dp/B08HVGWB9T,,,Available (see Keepa data),1.0,0.77,0.6416666666666667,7.99,6.658333333333334,1.23,1.83,1.3316666666666668,0.12833333333333335,3.5983333333333327,1.2033333333333334,1.8949999999999996,2.9532467532467526,4.33,0.2846057571964955
,5060630690700,B07N2SSWF2,BBQ SKEWERS - PACK OF 6,https://www.clearance-king.co.uk/bbq-skewers-6-pack.html,https://www.amazon.co.uk/dp/B07N2SSWF2,100.0,Available (see Keepa data),Available (see Keepa data),3.0,0.76,0.6333333333333334,8.99,7.491666666666667,1.35,2.42,1.4983333333333335,0.1266666666666667,3.721666666666667,1.3716666666666668,1.8500000000000005,2.921052631578948,5.03,0.2469410456062292
,0193499420005,B08SQTH8N5,BODY PUFF - WHITE,https://www.clearance-king.co.uk/body-puff-0-12-ck.html,https://www.amazon.co.uk/dp/B08SQTH8N5,50.0,Available (see Keepa data),,1.0,0.5,0.4166666666666667,8.99,7.491666666666667,1.35,3.04,1.4983333333333335,0.08333333333333334,3.101666666666667,1.4150000000000003,1.1866666666666668,2.8480000000000003,5.390000000000001,0.15839822024471636
,,B0B795TXW1,Cat Play Toy With Mouse and Bell With Elastic String - Colours May Vary,https://www.clearance-king.co.uk/cat-play-toy-with-mouse-and-bell-with-elastic-string-colours-may-vary.html,https://www.amazon.co.uk/dp/B0B795TXW1,100.0,Available (see Keepa data),,1.0,0.62,0.5166666666666667,9.99,8.325000000000001,1.5,3.48,1.6650000000000003,0.10333333333333333,3.3449999999999998,1.561666666666667,1.2833333333333328,2.483870967741934,6.1,0.15415415415415407
5056175907397,5056175907397,B07VYPL81F,Cooper & Pals Collapsible Portable Pet Bowl - Colours May Vary - 13 x 5.5cm,https://www.clearance-king.co.uk/cooper-pals-collapsible-portable-pet-bowl-colours-may-vary-13-x-5-5cm.html,https://www.amazon.co.uk/dp/B07VYPL81F,,Available (see Keepa data),,1.0,0.66,0.55,7.99,6.658333333333334,1.2,2.42,1.3316666666666668,0.11000000000000001,3.038333333333333,1.2216666666666667,1.3166666666666664,2.393939393939393,4.779999999999999,0.1977471839799749
5060226063390,5016646097699,B0DBHQNTR4,Pets That Play - Premium Pet Bowl - 13.5cm x 5cm - 1 Pint,https://www.clearance-king.co.uk/flat-carcle-duck-6-96-ck-1.html,https://www.amazon.co.uk/dp/B0DBHQNTR4,,,Available (see Keepa data),1.0,0.62,0.5166666666666667,8.79,7.324999999999999,1.32,3.05,1.465,0.10333333333333333,2.954999999999999,1.3616666666666668,1.0933333333333324,2.1161290322580624,5.49,0.14926052332195666
8697415311764,5070003517800,B0DSC8HS3G,NAIL CLIPPER MANICURE SET,https://www.clearance-king.co.uk/nail-clipper-manicure-set.html,https://www.amazon.co.uk/dp/B0DSC8HS3G,200.0,Available (see Keepa data),,1.0,0.48,0.4,4.99,4.158333333333334,0.4,1.7,0.8316666666666668,0.08,2.0583333333333327,0.7516666666666668,0.8066666666666658,2.0166666666666644,3.08,0.19398797595190356
,,B0D2NJCZQH,SPRING PLANT CLIPS - ASSORTED SIZES - PACK OF 20,https://www.clearance-king.co.uk/20-pack-spring-plant-clips.html,https://www.amazon.co.uk/dp/B0D2NJCZQH,,Available (see Keepa data),,1.0,0.82,0.6833333333333333,8.99,7.491666666666667,1.35,2.94,1.4983333333333335,0.1366666666666667,3.2016666666666675,1.3616666666666668,1.3400000000000007,1.9609756097560986,5.609999999999999,0.17886540600667417
5031413920215,0083800064069,B0BFJH12VL,Face Facts Sparkling Peel Off Glitter Mask - Gold - 60ml,https://www.clearance-king.co.uk/face-facts-sparkling-peel-off-glitter-mask-gold-60ml.html,https://www.amazon.co.uk/dp/B0BFJH12VL,,Available (see Keepa data),Available (see Keepa data),2.0,0.63,0.525,4.8,4.0,0.38,1.5,0.8,0.10500000000000001,2.12,0.6950000000000001,0.925,1.7619047619047619,3.01,0.23125
7321011562855,6202281054527,B077C9HN6R,FASHION GIRL DUNI 10 PACK  PARTY LOOT BAGS,https://www.clearance-king.co.uk/fashion-girl-duni-10-pack-party-loot-bags.html,https://www.amazon.co.uk/dp/B077C9HN6R,50.0,Available (see Keepa data),Available (see Keepa data),2.0,0.28,0.23333333333333336,6.89,5.741666666666666,1.03,2.7,1.1483333333333334,0.046666666666666676,2.011666666666666,1.1016666666666668,0.40999999999999903,1.7571428571428527,4.51,0.07140783744557314
,5060673925982,B0D672RN21,BINDING TWINE - PACK OF 3,https://www.clearance-king.co.uk/binding-twine-3-pack.html,https://www.amazon.co.uk/dp/B0D672RN21,,Available (see Keepa data),,1.0,0.88,0.7333333333333334,8.95,7.458333333333333,1.34,3.0,1.4916666666666667,0.1466666666666667,3.1183333333333327,1.345,1.2733333333333328,1.7363636363636354,5.720000000000001,0.17072625698324015
,0671891467939,B0F21D3WGN,BBQ SKEWERS METAL - PACK OF 8,https://www.clearance-king.co.uk/bbq-skewers-metal-8-pack.html,https://www.amazon.co.uk/dp/B0F21D3WGN,400.0,Available (see Keepa data),,1.0,0.78,0.65,5.99,4.991666666666667,0.9,1.73,0.9983333333333335,0.13000000000000003,2.3616666666666664,0.8683333333333335,0.9933333333333327,1.5282051282051272,3.91,0.19899833055091806
,5059059051858,B0C5MNYX3N,GREAT & SMALL ROPE 2 KNOT DOG TOY,https://www.clearance-king.co.uk/great-small-rope-knot-dog-toy.html,https://www.amazon.co.uk/dp/B0C5MNYX3N,900.0,Available (see Keepa data),Available (see Keepa data),5.0,0.6,0.5,11.4,9.5,1.71,4.73,1.9000000000000004,0.1,3.0600000000000005,1.8000000000000003,0.7600000000000002,1.5200000000000005,7.540000000000001,0.08000000000000003
,,B0DGTMN9S8,CREATIVE POT HANGER ASSORTED B/G/B,https://www.clearance-king.co.uk/creative-pot-hanger-assorted-b-g-b.html,https://www.amazon.co.uk/dp/B0DGTMN9S8,,Available (see Keepa data),,1.0,0.68,0.5666666666666668,6.99,5.825,1.05,2.42,1.1650000000000003,0.11333333333333334,2.3550000000000004,1.051666666666667,0.8033333333333335,1.4176470588235295,4.65,0.13791130185979972
,,B07P5MR4FG,GALVANISED WATERING CAN - SILVER - 5L,https://www.clearance-king.co.uk/5l-galv-watering-can-0-4.html,https://www.amazon.co.uk/dp/B07P5MR4FG,,,,,6.35,5.291666666666667,17.99,14.991666666666665,2.6984999999999997,2.8,2.9983333333333335,1.0583333333333333,9.493166666666665,1.9400000000000002,7.053166666666665,1.332881889763779,12.348499999999998,0.47047248471372977
886767260976,0886767260976,B07ZMG1R85,CUSTOMIZED GENTLEMEN'S SIP - TOP BLOKE FLASK - WILLIAM,https://www.clearance-king.co.uk/top-bloke-hip-flask-william.html,https://www.amazon.co.uk/dp/B07ZMG1R85,,,Available (see Keepa data),2.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.84,1.61,0.9166666666666667,0.1466666666666667,2.133333333333333,0.77,0.8633333333333328,1.1772727272727266,3.83,0.18836363636363623
886767260884,0886767260884,B07ZMFBV7M,PERSONALIZED GENT'S SPIRIT SIPPER - TOP BLOKE FLASK - TONY,https://www.clearance-king.co.uk/top-bloke-hip-flask-tony.html,https://www.amazon.co.uk/dp/B07ZMFBV7M,,,Available (see Keepa data),2.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.84,1.61,0.9166666666666667,0.1466666666666667,2.133333333333333,0.77,0.8633333333333328,1.1772727272727266,3.83,0.18836363636363623
886767258515,0886767258515,B07ZMDVP1H,TOP BLOKE HIP FLASK -DAD DASHING HERO,https://www.clearance-king.co.uk/top-bloke-hip-flask-dad.html,https://www.amazon.co.uk/dp/B07ZMDVP1H,,,Available (see Keepa data),2.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.84,1.69,0.9166666666666667,0.1466666666666667,2.0533333333333337,0.77,0.7833333333333337,1.0681818181818186,3.91,0.17090909090909095
886767260785,0886767260785,B07ZMFLT9G,TOP BLOKE'S DISTINCT DECANTER - PERSONALIZED HIP FLASK - STUART,https://www.clearance-king.co.uk/top-bloke-hip-flask-stuart.html,https://www.amazon.co.uk/dp/B07ZMFLT9G,,,Available (see Keepa data),2.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.84,1.69,0.9166666666666667,0.1466666666666667,2.0533333333333337,0.77,0.7833333333333337,1.0681818181818186,3.91,0.17090909090909095
5031413928990,,B0D1X7DJRB,Face Facts Printed Sheet Booty Masks - Orange Glow & Magic Melon - 25ml,https://www.clearance-king.co.uk/face-facts-printed-sheet-booty-masks-orange-glow-magic-melon-25ml.html,https://www.amazon.co.uk/dp/B0D1X7DJRB,,,,,0.58,0.48333333333333334,6.99,5.825,1.0485,2.8,1.1650000000000003,0.09666666666666666,1.9765000000000004,1.0683333333333336,0.4081666666666668,0.8444827586206899,4.9285,0.07007153075822606
AT0127,0717921328228,B0DP2K19SF,AMERICAN TOUCH BODY CREAM - VITMAIN E - 300ML,https://www.clearance-king.co.uk/at-300ml-body-cream-vitmain-e-0-12-ck.html,https://www.amazon.co.uk/dp/B0DP2K19SF,,,Available (see Keepa data),1.0,0.6,0.5,6.99,5.825,1.0485,2.8,1.1650000000000003,0.1,1.9765000000000004,1.0650000000000002,0.4115000000000002,0.8230000000000004,4.948499999999999,0.07064377682403436
5015934255339,5015934255339,B00BLPXPQ4,Grafix White Craft Glue,https://www.clearance-king.co.uk/glitter-gift-set-with-shape-glue-2.html,https://www.amazon.co.uk/dp/B00BLPXPQ4,,,Available (see Keepa data),2.0,0.62,0.5166666666666667,5.43,4.525,0.8144999999999999,2.11,0.9050000000000001,0.10333333333333333,1.6004999999999998,0.8016666666666667,0.29883333333333306,0.578387096774193,4.044499999999999,0.06604051565377525
,5060858314082,B09QLB39KB,FLINT REFILLABLE MULTI-USE FLEXIBLE GAS LIGHTER - ASSORTED COLOURS,https://www.clearance-king.co.uk/refillable-multi-use-flexible-gas-lighter.html,https://www.amazon.co.uk/dp/B09QLB39KB,,,Available (see Keepa data),1.0,0.89,0.7416666666666667,6.89,5.741666666666666,1.0334999999999999,2.8,1.1483333333333334,0.14833333333333334,1.9081666666666663,1.0,0.40816666666666634,0.5503370786516849,5.2235,0.07108853410740198
886767260440,0886767260440,B07ZMDGSQN,TOP BLOKE'S - CUSTOM ENGRAVED HIP FLASK FOR OLIVER,https://www.clearance-king.co.uk/top-bloke-hip-flask-oliver.html,https://www.amazon.co.uk/dp/B07ZMDGSQN,,,Available (see Keepa data),3.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.84,2.07,0.9166666666666667,0.1466666666666667,1.6733333333333336,0.77,0.40333333333333354,0.5500000000000003,4.29,0.08800000000000004
886767260853,0886767260853,B07ZMFC2C5,TOP BLOKE'S PERSONAL RESERVE - ENGRAVED FLASK GIFT - TIM,https://www.clearance-king.co.uk/top-bloke-hip-flask-tim.html,https://www.amazon.co.uk/dp/B07ZMFC2C5,,,Available (see Keepa data),2.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.83,2.08,0.9166666666666667,0.1466666666666667,1.6733333333333331,0.77,0.4033333333333331,0.5499999999999996,4.29,0.08799999999999994
886767260846,0886767260846,B07ZMFRQQG,TOP BLOKE - PRE-PERSONALIZED ENGRAVED MEN'S HIP FLASK - THOMAS,https://www.clearance-king.co.uk/top-bloke-hip-flask-thomas.html,https://www.amazon.co.uk/dp/B07ZMFRQQG,,,Available (see Keepa data),1.0,0.88,0.7333333333333334,5.5,4.583333333333334,0.83,2.08,0.9166666666666667,0.1466666666666667,1.6733333333333331,0.77,0.4033333333333331,0.5499999999999996,4.29,0.08799999999999994
5015116218145,5060992820104,B0F2N2M8N4,HELLO KITTY AGE 7 GLITTERY BIRTHDAY CARD,https://www.clearance-king.co.uk/hello-kitty-age-7-glittery-birthday-card.html,https://www.amazon.co.uk/dp/B0F2N2M8N4,50.0,,Available (see Keepa data),3.0,0.38,0.3166666666666667,3.99,3.325,0.6,1.46,0.665,0.06333333333333335,1.2650000000000001,0.6016666666666667,0.16333333333333344,0.5157894736842108,2.94,0.04912280701754389
5055257877740,5055257877740,B00J2TC3LE,Glamorize Secure Hold hair Grips - Pack of 250,https://www.clearance-king.co.uk/glamorize-secure-hold-hair-grips-pack-of-250.html,https://www.amazon.co.uk/dp/B00J2TC3LE,,,Available (see Keepa data),2.0,0.59,0.49166666666666664,3.95,3.291666666666667,0.32,1.73,0.6583333333333334,0.09833333333333333,1.241666666666667,0.56,0.18166666666666687,0.36949152542372926,3.1399999999999997,0.05518987341772157
3809200650810,,B01MA6KKSD,Tyker Denali Collapsible Pet Feeding Bowl - 16 x 9cm - Green,https://www.clearance-king.co.uk/tyker-denali-collapsible-pet-feeding-bowl-16-x-9cm-green.html,https://www.amazon.co.uk/dp/B01MA6KKSD,,,,,1.38,1.15,6.75,5.625,1.0125,2.8,1.1250000000000002,0.22999999999999998,1.8124999999999998,0.8950000000000002,0.41749999999999954,0.3630434782608692,5.6925,0.07422222222222213
5060427354844,,B00BXGO5WE,SHADES LONDON SEMI PERMANENT PASTEL HAIR COLOUR SILVER AMETHYST,https://www.clearance-king.co.uk/shades-london-semi-permanent-pastel-hair-colour-silver-amethyst.html,https://www.amazon.co.uk/dp/B00BXGO5WE,500.0,,Available (see Keepa data),10.0,0.58,0.48333333333333334,5.44,4.533333333333334,0.44,2.65,0.9066666666666667,0.09666666666666666,1.4433333333333334,0.81,0.1333333333333333,0.2758620689655172,4.17,0.029411764705882342
,5055521179778,B0CWGPVTLZ,Plastic Watering Can - Green - 6.5L,https://www.clearance-king.co.uk/9l-galv-watering-can-0-5.html,https://www.amazon.co.uk/dp/B0CWGPVTLZ,,,Available (see Keepa data),1.0,3.5,2.916666666666667,12.99,10.825000000000001,1.95,6.4,2.1650000000000005,0.5833333333333334,2.475,1.581666666666667,0.3933333333333331,0.13485714285714276,12.350000000000001,0.036335642802155475
,5060988509952,B0DYVX3Z2D,COTTON STRING BALLS - PACK OF 3,https://www.clearance-king.co.uk/3-pack-cotton-string-balls.html,https://www.amazon.co.uk/dp/B0DYVX3Z2D,100.0,,,2.0,0.78,0.65,5.99,4.991666666666667,0.9,2.65,0.9983333333333335,0.13000000000000003,1.4416666666666664,0.8683333333333335,0.07333333333333292,0.11282051282051217,4.83,0.01469115191986636
5031413965506,,B00JYFKW5U,Face Facts Pore Strips for Forehead & Chin - Vegan - Pack of 6,https://www.clearance-king.co.uk/face-facts-pore-strips-for-forehead-chin-vegan-pack-of-6.html,https://www.amazon.co.uk/dp/B00JYFKW5U,100.0,Available (see Keepa data),Available (see Keepa data),7.0,0.64,0.5333333333333333,3.18,2.6500000000000004,0.25,1.46,0.5300000000000001,0.10666666666666667,0.9400000000000001,0.42333333333333345,0.016666666666666607,0.03124999999999989,2.85,0.006289308176100606
5052109990084,6202281050031,B0773NLR5G,PARTY LOOT BAGS 8 PACK,https://www.clearance-king.co.uk/party-loot-bags-8-pack.html,https://www.amazon.co.uk/dp/B0773NLR5G,,Available (see Keepa data),Available (see Keepa data),2.0,0.48,0.4,5.89,4.908333333333333,0.88,2.65,0.9816666666666667,0.08,1.3783333333333332,0.9016666666666667,-0.02333333333333354,-0.05833333333333385,4.51,-0.0047538200339558995
5053249231747,5053249231747,B07L3YBMGV,Pets Play Portable Water Bottle - Assorted Colours - 20 x 6.5 x 6.5cm - 300ml,https://www.clearance-king.co.uk/pets-play-portable-water-bottle-assorted-colours-20-x-6-5-x-6-5cm-300ml.html,https://www.amazon.co.uk/dp/B07L3YBMGV,,,Available (see Keepa data),4.0,0.99,0.8250000000000001,5.66,4.716666666666667,0.85,2.67,0.9433333333333335,0.165,1.1966666666666672,0.7783333333333334,-0.08166666666666622,-0.09898989898989845,5.01,-0.01731448763250874
5015934699294,5056601416660,B0BD874175,Grafix 3D Glitter Glue - Pack of 10,https://www.clearance-king.co.uk/glitter-gift-set-with-shape-glue-1.html,https://www.amazon.co.uk/dp/B0BD874175,,Available (see Keepa data),Available (see Keepa data),2.0,0.57,0.475,3.99,3.325,0.6,1.73,0.665,0.095,0.9950000000000001,0.5700000000000001,-0.07499999999999996,-0.15789473684210517,3.4,-0.022556390977443594
,3021620484473,B005EII6XQ,CAMAY SOAP - CLASSIC - 125G,https://www.clearance-king.co.uk/camay-soap-125g-classic-0-72-ck.html,https://www.amazon.co.uk/dp/B005EII6XQ,50.0,Available (see Keepa data),Available (see Keepa data),6.0,0.41,0.3416666666666667,5.17,4.308333333333334,0.42,2.65,0.8616666666666667,0.06833333333333334,1.2383333333333333,0.7933333333333333,-0.05500000000000005,-0.1609756097560977,3.98,-0.012765957446808522
5031413929034,5031413928839,B0BH54SZDS,Face Facts Printed Sheet Boob Masks - Perfect Pear & Perky Peach - 25ml,https://www.clearance-king.co.uk/face-facts-printed-sheet-boob-masks-perfect-pear-perky-peach-25ml.html,https://www.amazon.co.uk/dp/B0BH54SZDS,,,,1.0,0.58,0.48333333333333334,2.99,2.491666666666667,0.25,1.46,0.4983333333333334,0.09666666666666666,0.7816666666666668,0.4016666666666667,-0.11999999999999988,-0.24827586206896526,2.79,-0.0481605351170568
,5060507280751,B07KYQYZK7,SMALL METAL COAL SHOVEL,https://www.clearance-king.co.uk/small-metal-shovel.html,https://www.amazon.co.uk/dp/B07KYQYZK7,100.0,,Available (see Keepa data),2.0,1.06,0.8833333333333334,8.99,7.491666666666667,1.17,4.73,1.4983333333333335,0.1766666666666667,1.5916666666666663,1.3216666666666668,-0.23000000000000043,-0.2603773584905665,7.460000000000001,-0.03070077864293665
5031413979961,,B010G04K68,Pretty Moisturising Lip Balm - Coconut - 4.3g - Pack of 2,https://www.clearance-king.co.uk/pretty-moisturising-lip-balm-coconut-4-3g-pack-of-2.html,https://www.amazon.co.uk/dp/B010G04K68,50.0,Available (see Keepa data),Available (see Keepa data),11.0,0.55,0.45833333333333337,2.99,2.491666666666667,0.25,1.5,0.4983333333333334,0.09166666666666669,0.7416666666666668,0.40666666666666673,-0.16499999999999992,-0.3599999999999998,2.8,-0.06622073578595314
5015934231678,5015934231678,B01N5UZZ30,Grafix A4 Photo Paper - Pack of 12 Sheets,https://www.clearance-king.co.uk/glitter-gift-set-with-shape-glue-4.html,https://www.amazon.co.uk/dp/B01N5UZZ30,,Available (see Keepa data),,1.0,0.58,0.48333333333333334,3.99,3.325,0.6,1.87,0.665,0.09666666666666666,0.855,0.5683333333333334,-0.21333333333333337,-0.4413793103448277,3.55,-0.06416040100250628
5031413000061,5031413000061,B00692Q7PU,Pretty Cotton Wool Pleat - 50g,https://www.clearance-king.co.uk/pretty-cotton-wool-pleat-50g.html,https://www.amazon.co.uk/dp/B00692Q7PU,,Available (see Keepa data),Available (see Keepa data),4.0,0.45,0.375,4.49,3.741666666666667,0.36,2.65,0.7483333333333335,0.07500000000000001,0.7316666666666665,0.6733333333333336,-0.4416666666666671,-1.177777777777779,3.96,-0.11804008908685978
,5056422692496,B0DN1T3NNG,Home Smart - Hot Water Bottle Cover - Fleece - 2L,https://www.clearance-king.co.uk/hot-water-bottle-4.html,https://www.amazon.co.uk/dp/B0DN1T3NNG,,,Available (see Keepa data),1.0,0.62,0.5166666666666667,4.99,4.158333333333334,0.7485,2.8,0.8316666666666668,0.10333333333333333,0.6098333333333337,0.7283333333333335,-0.6184999999999998,-1.1970967741935479,4.6685,-0.14873747494989972
5031413915495,3600542231589,B07L5WH74Y,Head Shock Conditioning Printed Hair Mask - Coconut Oil & Cocoa Seed Butter - 25ml,https://www.clearance-king.co.uk/head-shock-conditioning-printed-hair-mask-coconut-oil-cocoa-seed-butter-25ml.html,https://www.amazon.co.uk/dp/B07L5WH74Y,,,Available (see Keepa data),11.0,0.63,0.525,4.49,3.741666666666667,0.36,3.04,0.7483333333333335,0.10500000000000001,0.34166666666666634,0.6433333333333335,-0.8016666666666672,-1.526984126984128,4.53,-0.21425389755011148
5031413982312,,B0D1CKG1JL,Pretty Moisturising Lip Balm - Aloe Vera - 4.3g - Pack of 2,https://www.clearance-king.co.uk/pretty-moisturising-lip-balm-aloe-vera-4-3g-pack-of-2.html,https://www.amazon.co.uk/dp/B0D1CKG1JL,,,,1.0,0.55,0.45833333333333337,2.0,1.6666666666666667,0.25,1.52,0.33333333333333337,0.09166666666666669,-0.10333333333333339,0.2416666666666667,-0.8450000000000001,-1.8436363636363637,2.8200000000000003,-0.507
5031413903294,5031413903294,B002QX4EWY,Pretty Round Cosmetic Pads - Pack of 80,https://www.clearance-king.co.uk/pretty-round-cosmetic-pads-pack-of-80.html,https://www.amazon.co.uk/dp/B002QX4EWY,300.0,Available (see Keepa data),Available (see Keepa data),12.0,0.49,0.4083333333333333,3.59,2.9916666666666667,0.29,2.65,0.5983333333333334,0.08166666666666668,0.05166666666666653,0.5166666666666667,-0.9650000000000002,-2.3632653061224493,3.9299999999999997,-0.32256267409470757
5031413922646,0083800052738,B0953Q3P8W,Face Facts Printed Sheet Mask - Lazy Sloth & Butterfly Bae - 20ml,https://www.clearance-king.co.uk/face-facts-printed-sheet-mask-lazy-sloth-butterfly-bae-20ml.html,https://www.amazon.co.uk/dp/B0953Q3P8W,,,Available (see Keepa data),1.0,0.25,0.20833333333333334,2.5,2.0833333333333335,0.25,1.5,0.4166666666666667,0.04166666666666667,0.3333333333333333,0.375,-0.5416666666666667,-2.6,2.5,-0.26
5031413925920,5031413914344,B0BH54TRGR,Face Facts Printed Sheet Mask - Emoji In Love & Geek Chic - 20ml - Exp: 03/24,https://www.clearance-king.co.uk/face-facts-printed-sheet-mask-in-love-geek-chic-20ml.html,https://www.amazon.co.uk/dp/B0BH54TRGR,,,,1.0,0.4,0.33333333333333337,1.99,1.6583333333333334,0.25,1.52,0.3316666666666667,0.06666666666666668,-0.11166666666666675,0.265,-0.8766666666666667,-2.63,2.67,-0.528643216080402
,5055257878532,B01LX41P0D,Glamorize Advanced Creme Colour Permanent Hair Dye - Shade 8 - Pure Burgundy - EXP: 09/22,https://www.clearance-king.co.uk/permanent-hair-dye-shade-8-burgundy-0-24-ck.html,https://www.amazon.co.uk/dp/B01LX41P0D,,,Available (see Keepa data),1.0,0.25,0.20833333333333334,5.19,4.325,0.7785000000000001,2.8,0.8650000000000001,0.04166666666666667,0.7465000000000003,0.8233333333333335,-0.5768333333333332,-2.7687999999999993,4.3285,-0.13337186897880535
5016575901586,5016575901586,B0088CYK8A,OFFICIAL ENGLAND RED GIFT BAG (LARGE) - LANDSCAPE 45.5x32.5cm,https://www.clearance-king.co.uk/official-england-red-gift-bag-large-landscape-45-5x32-5cm.html,https://www.amazon.co.uk/dp/B0088CYK8A,,,Available (see Keepa data),1.0,0.48,0.4,3.95,3.291666666666667,0.5925,2.8,0.6583333333333334,0.08,-0.10083333333333333,0.5783333333333335,-1.1791666666666667,-2.9479166666666665,4.3725,-0.3582278481012658
