EAN,EAN_OnPage,ASIN,Title,SupplierURL,AmazonURL,SupplierPrice_incVAT,SupplierPrice_exVAT,SellingPrice_incVAT,AmazonPrice_exVAT,ReferralFee,FBAFee,OutputVAT,InputVAT,NetProceeds,HMRC,NetProfit,ROI,Breakeven,ProfitMargin
182360,0044321182366,B074KS4KPP,COMBINED SCIENCE GCSE HIGHER AQA PRACTICE EXAMS BOOK,https://www.clearance-king.co.uk/combined-science-gcse-higher-aqa-practice-exams-book.html,https://www.amazon.co.uk/dp/B074KS4KPP,5.95,4.958333333333334,25.85,21.541666666666668,3.37,2.94,4.3083333333333345,0.9916666666666668,15.231666666666666,3.3166666666666678,11.414999999999997,2.302184873949579,12.76,0.5299032882011604
